CPT Code,Description
99374,Report this service when the provider oversees the plan of care provided by a home health agency while the patient is at home or in a facility meant for long–term care. For 99374 the provider should spend a minimum 15–29 minutes on a patient’s indirect care.
95115,The provider injects the patient with allergenic extracts to desensitize the patient to the allergen; the patient receives a single injection during the visit.
90634,"The provider injects an altered form of the hepatitis A virus into a muscle in a child or teenager to provide immunity to hepatitis A, an infectious disease of the liver, as part of a three–dose schedule."
87177,"The lab analyst performs the technical steps to concentrate and evaluate specimens such as stool, to identify parasites and parasite eggs, also called ova, if present."
97550,The provider trains one or more caregivers face to face. The training focuses on strategies and techniques so caregivers can help a patient who has functional deficits. This code covers the first 30 minutes of training.
99244,The provider sees a patient for an office or other outpatient consultation involving evaluation and management (E/M). The E/M involves a moderate level of medical decision making or the provider spends at least 40 minutes of total time on the encounter on a single date.
87400,"The lab analyst performs the technical lab test to detect antigens of influenza A or B using an immunoassay technique, such as EIA. This analysis will distinguish if a patient has influenza A or B."
94150,In this test the provider measures the total vital capacity of the patient. Vital capacity is the volume of gas that the patient can expel from the lungs from a position of full inspiration.
11400,"The provider excises a noncancerous lesion, excluding a skin tag, of 0.5 cm or less in diameter, including margins, from the skin of the trunk, arms, or legs."
71100,"In this diagnostic procedure, the provider performs a two view unilateral radiological study of the ribs. He performs this procedure to identify problems pertaining to the ribs."
11403,"The provider excises a noncancerous lesion, excluding a skin tag, of 2.1 to 3.0 cm in diameter, including margins, from the skin of the trunk, arms, or legs."
59025,"In this procedure, the provider measures the fetal heart rate of the fetus in response to its own movements."
93040,"The provider records the electrical conduction of the heart to examine any abnormality in its functioning using a maximum of three leads, wires that connect the recording device to electrodes placed in different locations on the body. He then interprets the electrocardiogram and completes a report on the findings."
65205,"The provider removes a foreign object from the surface of the conjunctiva, the membrane covering the eye."
99199,Use this code to report other medicine services or procedures for which there is no specific code available.
86308,"The lab analyst performs an immunoassay to screen the patient’s serum or plasma for heterophile antibodies that are typically present in infectious mononucleosis, IM, also called mono."
81099,Use 81099 to report procedures the anlayst performs on urine that do not have a specific code.
90687,"The provider administers into a muscle of a patient, a four–strain influenza virus vaccine, in a 0.25 mL dose to provide immunity to four forms of influenza, a severe and infectious respiratory disease."
17250,The provider cauterizes granulation tissue using chemicals like silver nitrate or potassium hydroxide to heal the injured tissue.
95117,The provider injects the patient with allergenic extracts to desensitize the patient to the allergen; the patient receives 2 or more injections at a single visit.
83655,The lab analyst performs a test to measure the amount of lead in the patient specimen. A typical aim of the test is to check for lead exposure.
73120,"X–rays of the extremities have been performed to assess injury, fracture, arthritis, bone spurs, tumors, or congenital abnormalities. Extremity X–rays include the hand, wrist, arm, foot, ankle, hip, leg, shoulder, or knee. X–rays of the affected site focus on the specific area that is injured or damaged."
99212,"The provider sees an established patient for an office visit or other outpatient visit involving evaluation and management. The visit involves a straightforward level of medical decision making, and/or the provider spends 10 or more minutes of total time on the encounter on a single date."
95249,"In this procedure, the provider measures the interstitial glucose levels at regular intervals via subcutaneously implanted sensors for a minimum of 72 hours. Use this code to report sensor placement, hook–up, monitor calibration, patient training, sensor removal, and recording printout. This code is used to report the service when the patient provides the equipment."
99359,Report this service if the provider spends time in either preparation or evaluation of the outcome of treatment before or after a direct encounter with a patient. This code represents each additional 30 minutes after the first hour of time.
11042,"The provider uses surgical instruments to remove the dead tissue in skin down to the subcutaneous layer and including the epidermis and dermis, up to the first 20 cm2."
78268,The provider analyzes breath samples using a scintillation counter. The samples are from a patient who underwent a test involving administration of a radioactive isotope C–14 labeled solution of urea to diagnose infection of the stomach with Helicobacter pylori.
99408,The provider spends 15 to 30 minutes screening a patient for abuse of alcohol or another non–tobacco substance. The provider then performs a brief intervention at the same session.
94640,The provider administers oxygen under pressure or not under pressure to open obstructed air passages. He uses any of the listed devices to treat a patient with an acute obstruction of the airway that prevents the patient from taking in sufficient air. The provider may also perform the procedure to induce sputum for laboratory analysis.
99424,"A physician or other qualified healthcare professional personally performs management and care plan services for a patient with a complex chronic condition, expected to last three months, which places the patient at significant risk of hospitalization, acute exacerbation, decompensation, functional decline, or death. Use this code for the first 30 minutes of physician or other qualified healthcare professional time per calendar month."
19453,Failed to retrieve the page. Status code: 404
57455,"The provider examines the cervix, including the upper adjacent portion of the vagina using an instrument called a colposcope and also performs biopsy(ies) of the cervix."
51798,Providers perform this ultrasound to measure the volume of residual urine in the bladder.
99489,"The clinical staff provides services directed by the provider to support and coordinate a patient’s care across multiple disciplines. The patient has two or more chronic conditions that place the patient at significant risk of death, acute exacerbation, decompensation, or functional decline. Use this code for each additional 30 minutes beyond the first hour of provider–directed clinical staff time per calendar month."
80307,The lab analyst performs presumptive drug test(s) via instrumented chemistry analyzers to screen for any number of drug classes on a single date.
97032,"Electrical stimulation therapy uses electricity to stimulate the muscles for the treatment of pain and other disorders associated with muscles. Electrodes are placed on the affected muscle areas and an electric current of various intensity is passed through the electrode pads to expand and contract the muscles. This helps in the restoration of normal muscle strength, improved ability in the performance of activities, relief from pain, and improved blood circulation."
17000,"The provider destroys a premalignant lesion using techniques such as chemosurgery, cryosurgery, electrosurgery, or others. This code reports the destruction of the first or only lesion."
76801,"In this procedure, the provider performs a real time or live image, ultrasound of a pregnant uterus for examination of the first or a single fetus and mother during the first trimester, or less than 14 weeks of pregnancy, using a transabdominal approach."
99310,The provider sees a patient for a subsequent nursing facility care visit involving evaluation and management (E/M). The visit involves a high level of medical decision making or the provider spends at least 45 minutes of total time on the encounter on a single date.
81002,"The lab analyst inserts a dip stick into a freshly collected urine specimen, removes the dip stick, and shakes off the excess urine. Alternatively, the analyst may place drops of the urine specimen on a reagent tablet. Then after the proper time interval, the lab analyst manually reads the results for one or more ordered analytes using a color chart usually located on the outside of the container. The lab analyst does not perform a microscopic analysis."
99325,No Summary found for this code
99348,The provider sees an established patient for a home or residence visit involving evaluation and management (E/M). The visit involves low medical decision making or the provider spends at least 30 minutes of total time on the encounter on a single date.
93005,"The provider records the electrical conduction of the heart to examine any abnormality in its functioning, based on signals from at least 12 leads, wires that connect the recording device to electrodes placed in different locations on the body. He does not provide any interpretation or report."
87210,"The lab analyst or microbiologist performs a wet mount preparation of a specimen, usually from material collected on a swab or placed directly on a microscope slide."
93244,"After a patient has worn an electrocardiographic, or ECG recorder, for more than 48 hours, up to seven days, to detect abnormal heart rates and rhythm, the provider completes a review and interpretation of the electrocardiographic findings."
92552,The provider assesses a patient’s hearing with a series of tones at varying intensities to identify the lowest threshold at which the patient can hear.
90649,"The provider injects an altered form of the human papilloma virus, or HPV, into a muscle to provide immunity to four types of HPV, a cause of genital warts and cervical cancer. He administers the vaccine as part of a three–dose schedule."
91315,No Summary found for this code
92014,"An ophthalmologist sees an established patient for a comprehensive level eye examination. Generally, a patient is considered to be ""established"" if the same physician, or any physician in the group practice (or any physician of the same specialty who is billing under the same group number), has seen the patient for a face–to–face service within the past 36 months."
80300,No Summary found for this code
58322,"In this procedure, the provider inserts prepared live sperm into the uterus through the cervical canal."
80306,"The lab analyst performs presumptive drug test(s) by any method that the analyst can read by instrument–assisted direct optical observation, often utilizing immunoassay, to screen for any number of drug classes on a single date."
99401,"At an encounter separate from a preventive medicine visit, the provider offers counseling related to subjects appropriate for the patient’s age, family history, and areas of concern. The subjects covered relate to prevention and risk factor reduction. Use this code for a session lasting roughly 15 minutes."
84702,"The lab analyst performs the technical lab test to measure the amount of hCG, also known as beta hCG, in blood to confirm or monitor pregnancy, or to diagnose certain tumors of the testes or ovaries."
99416,The clinical staff spends additional time directly with the patient on an office or outpatient evaluation and management service. Use this code for each additional 30 minutes of additional time that the staff spends under the provider’s supervision.
25111,"The provider excises the first occurrence of a ganglion, a fluid filled mass, from the wrist to relieve pain or discomfort."
90660,"The provider administers an altered form of a live influenza virus via the nose to provide immunity to three forms of influenza, a severe and infectious respiratory disease."
69210,"The provider uses an instrument such as a curette, vacuum evacuation, or forceps to remove entrapped wax from a patient's external auditory canal."
90471,"In this procedure, the provider administers a live attenuated vaccine using a percutaneous, intradermal, subcutaneous, or intramuscular route."
94760,The provider takes a single measurement of the patient’s oxygen saturation using a sensor on the ear or finger.
99327,No Summary found for this code
90662,"The provider injects a preservative–free vaccine derived from altered form of an influenza split virus with extra antigens to increase immunity into a muscle to provide immunity to influenza, a severe and infectious respiratory disease."
94618,The provider performs pulmonary stress testing to evaluate lung function and to diagnose certain lung disorders. The stress component may include a six–minute walk test or other form of exercise.
91322,This code represents a SARS–CoV–2 vaccine product administered by intramuscular injection to reduce the patient’s risk of contracting COVID–19. The dosage is 50 mcg/0.5 mL.
99384,The provider performs a well–patient visit for an adolescent who is between the ages of 12 and 17 who meets the definition of new patient.
58100,The provider takes a tissue sample from the lining of the uterus to perform an endometrial biopsy without widening the cervix. The provider may also perform endocervical biopsy.
97140,"Manual therapy is a form of physical therapy which uses the controlled movement and pressure of hands to treat various disorders of soft tissues and joints, eg, chronic back pain. Manual therapy helps in improving joint mobility, alignment, tissue repair, lymphatic drainage, and traction."
99024,The provider performs an E/M service related to and during the global period for a surgery the patient underwent.
99442,The provider performs an E/M service for an established patient through a telephone conversation lasting 11 to 20 minutes.
16020,This CPT code is for the dressing and/or debridement of a partial–thickness burn (either initially or subsequently). In this instance the burn is small (less than 5% of the total body surface area).
57410,"In this procedure, the physician examined the female genital organs while the patient is under anesthesia other than local."
95250,"In this procedure, interstitial glucose levels are measured at regular intervals via subcutaneously implanted sensors provided by physician or other qualified health care professional's office for a minimum of 72 hours. Use this code to report sensor placement, hook–up, monitor calibration, patient training, sensor removal, and recording printout. This code represents the technical component of the service only."
73620,"In this diagnostic procedure, the provider takes two X–ray views of a patient’s foot to assess an injury, fracture, arthritis, tumor, or congenital abnormality."
99241,No Summary found for this code
99404,"At an encounter separate from a preventive medicine visit, the provider offers counseling related to subjects appropriate for the patient’s age, family history, and areas of concern. The subjects covered relate to prevention and risk factor reduction. Use this code for a session lasting roughly 60 minutes."
83014,The lab analyst administers drugs for helicobacter pylori bacteria testing. H. pylori is most commonly present in the stomach and mainly affects the mucosal lining of the stomach.
93246,"In this procedure, the provider applies an electrocardiographic, or ECG recorder, to a patient who wears it for more than seven days, up to 15 days, to help detects abnormal heart rates and rhythms. This service includes recording and storing the electrocardiographic findings."
99429,Use 99429 to report a preventive medicine service that does not have a specific code.
57415,"In this procedure, the provider removes a foreign body that is wedged into the vaginal wall while the patient is under anesthesia other than local."
87512,"The lab analyst performs a test to quantify infection with Gardnerella vaginalis using nucleic acid probe technique. Gardnerella vaginalis, typically causes bacterial vaginosis, an infection of the vagina that commonly produces an odorous discharge."
96110,The provider screens the patient for a developmental disorder using a standardized instrument (such as a recognized form) focused on areas such as developmental milestones and age–appropriate maturity of speech and language. The provider then scores and documents the data.
11055,The provider removes a single benign hyperkeratotic lesion by using surgical instruments like a scalpel or curette.
97110,"Therapeutic exercise is a form of physical therapy that utilizes specially designed exercises and activities to help patients gain better mobility and fitness levels. Normally used on patients with injury–related disabilities, it can also be utilized on normally active and healthy persons to improve their overall health. Therapeutic exercises can be helpful to people recovering from surgery, to improve overall health during pregnancy and to provide relief to people with osteoporosis. The exercise program is designed specifically to suit each person and involves physical as well breathing exercises."
99174,The provider uses instruments to conduct a vision screening exam on both eyes. The procedure includes analysis and report.
90644,"In this procedure, the provider administers a combination vaccine that protects against specific strains of meningococcus and Haemophilus influenzae B, bacteria that cause meningitis, a serious disease that attacks the meninges, the covering of the brain and spinal cord. He injects the vaccine into a muscle in an infant between 6 weeks and 18 months of age as part of a multiple dose schedule."
73610,"In this procedure, the provider takes three or more X–ray images of the ankle joint to check for any fracture, swelling, or reason for pain in the ankle area."
74019,Report this code for two X–ray views of the structures and organs in the abdomen to diagnose certain abdominal problems.
99397,The provider performs an established well–patient visit for a patient who is 65 years or older.
76819,The provider performs a biophysical profile test to measure the health of the baby during pregnancy using only ultrasound and not a nonstress test.
87081,The lab analyst cultures a patient specimen on a test medium designed to grow only a specific pathogenic organism.
11307,"The provider shaves off a single epidermal or dermal lesion 1.1 to 2.0 cm in diameter from the skin of the scalp, neck, hands, feet, or genitals."
99204,"The provider sees a new patient for an office visit or other outpatient visit involving evaluation and management. The visit involves a moderate level of medical decision making, and/or the provider spends 45 or more minutes of total time on the encounter on a single date."
90633,"The provider injects an altered form of the hepatitis A virus into a muscle in a child or teenager to provide immunity to hepatitis A, an infectious disease of the liver, as part of a two dose schedule."
51700,Bladder irrigation and instillation are used to deliver medication directly to the bladder via a catheter.  These medications are usually anti–inflammatory agents used to treat infection or conditions like Interstitial Cystitis.
98966,"A nonphysician healthcare professional discusses, via telephone, a new health issue and possible treatment or management with an established patient, parent, or guardian. The illness is unrelated to a service provided within the last seven days and also unrelated to a service or procedure that takes place within the next 24 hours or soonest available appointment. This service includes five to ten minutes of telephonic conversation."
80101,No Summary found for this code
87428,"The lab analyst performs an immunoassay to qualitatively or semiquantitatively evaluate the patient specimen for antigens of severe acute respiratory syndrome (SARS) coronavirus, such as SARS–CoV–2 (which causes COVID–19) and SARS–CoV, as well as influenza A and B to help distinguish common viral causes of respiratory illness."
90756,"The provider injects 0.5 mL of an antibiotic–free influenza virus into a muscle to provide immunity to four forms of influenza, a severe and infectious respiratory disease."
99437,"A physician or other qualified healthcare professional personally performs management and care plan services for a patient with two or more chronic conditions, expected to last at least one year or until the patient’s death. The conditions place the patient at significant risk of death, acute exacerbation, decompensation, or functional decline. Use this code for each additional 30 minutes of physician or other qualified healthcare professional time per calendar month, beyond the first 30 minutes."
64405,"The provider injects an anesthetic and/or steroid agent into the greater occipital nerve, a nerve arising from the second cranial nerve, also called the optic nerve. Report this code for one or more injections during a single procedure."
73130,"In this procedure, the provider takes a minimum of three X–ray images of a patient’s hand to check for any fracture, swelling, or reason of pain in the hand."
99213,"The provider sees an established patient for an office visit or other outpatient visit involving evaluation and management. The visit involves a low level of medical decision making, and/or the provider spends 20 or more minutes of total time on the encounter on a single date."
90658,"The provider injects into a patientâ€™s muscle an altered form of an influenza split virus, in a 0.5 mL dose to provide immunity to three forms of influenza, a severe and infectious respiratory disease."
99379,"Report this service when the provider supervises the care provided at a nursing facility, overseeing the plan of care. For 99379 the provider should spend 15–29 minutes on the patient’s indirect care."
99393,The provider performs an established well–patient visit for a child who is between the ages of 5 and 11.
99459,The provider performs a pelvic exam on a patient in conjunction with an evaluation and management service.
88142,"The lab analyst performs the technical lab test to analyze a cervical or vaginal cytopathology specimen that a clinician collected in preservative fluid. The test uses automated thin layer preparation for the specimen followed by manual screening under a physician’s supervision. The test may apply to any reporting system, such as Bethesda or non–Bethesda."
99473,Report this code for calibrating a blood pressure monitoring device that has been validated for clinical accuracy and training the patient in its use.
87270,The lab analyst performs a test to detect Chlamydia trachomatis antigens using immunofluorescent technique.
84443,"The lab analyst performs a test to measure the amount of thyroid–stimulating hormone (TSH), a hormone produced in the pituitary gland that helps regulate thyroid function. The typical specimen is the patient's blood collected via routine vein puncture."
56420,"In this procedure, the provider incises an abscess in a Bartholin's gland, in the female genital area, to drain pus in order to relieve pain and treat infection."
15854,"As an add–on to an evaluation and management service, the provider removes sutures and staples."
99497,"The provider discusses and shares planning with a patient, his family, or an individual representing the patient, regarding the future health care needs of the patient. Use this code for the first 30 minutes of face to face time that the provider spends."
99201,No Summary found for this code
91309,No Summary found for this code
77066,The provider performs X–ray imaging on both breasts in a patient with a lump or suspected cancer and may use specially designed computer software to help identify or diagnose potential abnormalities within the images; the software converts signals into digital data and analyzes the images.
20550,Aponeurosis is an abnormal sheet like extension of the tendon. Injection of a tendon or ligament is the medical therapeutic procedure to reduce the aponeurosis formation.
72070,"A radiologic examination of the thoracic spine is an X–ray of the twelve chest thoracic vertebrae. An AP and lateral are basic projections. The X–rays are used in a controlled way to minimize the radiation exposure. The X–ray helps evaluate bone injuries and diseases, fractures, dislocations, osteoporosis and deformities in the curvature of the spine."
93325,"The provider performs Doppler echocardiography, a diagnostic procedure based on the Doppler effect of sound, color flow velocity mapping, a two–dimensional image representation of blood flow in the heart that shows the velocity and direction of blood flow in different colors."
58301,"In this procedure, the provider removes a contraceptive intrauterine device (IUD) from the uterine cavity."
36415,"In this procedure, the provider inserts a needle into a vein to collect a blood sample."
96161,"The provider administers a questionnaire aimed at helping to identify a specific health risk to a patient's caregiver, analyzes the results, assigns a score, and documents the findings. Use this code for each standardized questionnaire (criteria established and agreed upon by a group of experts)."
99605,"The pharmacist provides a 15–minute, in–person, patient–specific medication evaluation for a new patient based on factors such as the patient’s history and medication list."
99702,Failed to retrieve the page. Status code: 404
90671,"This code represents a vaccine product administered intramuscularly to protect against pneumococcal disease, a bacterial infection. This is a 15–valent vaccine, protecting against 15 strains of the bacteria."
20553,"Trigger point injection, or TPI, is a medical procedure in which the provider injects an anesthetic or corticosteroid substance into three or more muscles to relieve painful areas or knots in muscles that form when muscles don’t relax."
85013,"The lab analyst performs the microhematocrit test typically using a heparinized glass or plastic tube, which the analyst seals on one end, centrifuges, and reads on a microhematocrit reader."
87592,The lab analyst performs a test to quantify infection with Neisseria gonorrhoeae using nucleic acid probe technique.
99491,"The provider, a physician or other healthcare professional, personally directs the evaluation and management of a patient with two or more chronic A physician or other qualified healthcare professional personally performs management and care plan services for a patient with two or more chronic conditions, expected to last at least one year or until the patient’s death. The conditions place the patient at significant risk of death, acute exacerbation, decompensation, or functional decline. Use this code for the first 30 minutes of physician or other qualified healthcare professional time per calendar month."
90833,"In this add–on service, the provider performs psychotherapy, a series of techniques for treating the psychiatric disorders of the patient, in addition to an evaluation and management service in the same session. The treatment session with the patient typically lasts anywhere between 16 to 37 minutes."
97602,"The provider removes dead tissue from a wound without differentiating between viable and nonviable tissues. This service helps in assessing the depth of the wound, reduces the risk of infection and speeds the healing process. The service also aides in providing proper wound care instructions to the patient. The code is reported per debridement session."
20552,"Trigger point injection, or TPI, is a medical procedure that involves injecting an anesthetic or corticosteroid substance to relieve a trigger point, which is a painful area or knot in a muscle."
90669,No Summary found for this code
87636,"The lab analyst performs the technical steps to detect and differentiate severe acute respiratory syndrome coronavirus 2 (SARS–CoV–2), influenza A, and influenza B using a multiplex amplified nucleic acid probe technique."
90707,"The provider administers a live combination vaccine for measles, mumps and rubella virus subcutaneously to prevent these diseases."
